Lat.,Long.,CombinedBins,Genetic ID_x,Master ID,Skeletal code_x,Skeletal element_x,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]_x",Publication_x,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)_x","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]_x","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]_x","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE_x",Age at Death from physical anthropology_x,Group ID_x,Locality_x,Political Entity_x,Pulldown Strategy_x,Data source_x,No. Libraries_x,1240k coverage (taken from original pulldown where possible)_x,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)_x,SNPs hit on autosomal targets (Computed using easystats on HO snpset)_x,Molecular Sex_x,Family ID and position within family_x,Y haplogroup (manual curation in terminal mutation format)_x,Y haplogroup (manual curation in ISOGG format)_x,mtDNA coverage (merged data)_x,mtDNA haplogroup if >2x or published_x,mtDNA match to consensus if >2x (merged data)_x,Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)_x,Sex ratio [Y/(Y+X) counts] (merged data)_x,"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)_x",Libraries_x,ASSESSMENT_x,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0._x",Unnamed: 35_x,DateBins_x,Updated mtDNA haplogroup_x,P_y_sum,I_y_sum,G_y_sum,R_y_sum,E_y_sum,B_y_sum,H_y_sum,A_y_sum,D_y_sum,K_y_sum,J_y_sum,F_y_sum,N_y_sum,L_y_sum,Q_y_sum,C_y_sum,y_haplos_sum,Genetic ID_y,Skeletal code_y,Skeletal element_y,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]_y",Publication_y,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)_y","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]_y","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]_y","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE_y",Age at Death from physical anthropology_y,Group ID_y,Locality_y,Political Entity_y,Pulldown Strategy_y,Data source_y,No. Libraries_y,1240k coverage (taken from original pulldown where possible)_y,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)_y,SNPs hit on autosomal targets (Computed using easystats on HO snpset)_y,Molecular Sex_y,Family ID and position within family_y,Y haplogroup (manual curation in terminal mutation format)_y,Y haplogroup (manual curation in ISOGG format)_y,mtDNA coverage (merged data)_y,mtDNA haplogroup if >2x or published_y,mtDNA match to consensus if >2x (merged data)_y,Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)_y,Sex ratio [Y/(Y+X) counts] (merged data)_y,"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)_y",Libraries_y,ASSESSMENT_y,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0._y",Unnamed: 35_y,DateBins_y,Updated mtDNA haplogroup_y,P_mt_sum,X_mt_sum,V_mt_sum,I_mt_sum,R_mt_sum,E_mt_sum,K_mt_sum,U_mt_sum,T_mt_sum,r_mt_sum,A_mt_sum,M_mt_sum,J_mt_sum,W_mt_sum,L_mt_sum,C_mt_sum,G_mt_sum,B_mt_sum,H_mt_sum,D_mt_sum,F_mt_sum,N_mt_sum,Z_mt_sum,Y_mt_sum,mt_haplos_sum
50.2,21.4,Poland (4000-4999BP),RISE1243_noUDG.SG,RISE1243,grave 3ZC; ind 7,petrous,2019,SchroederPNAS2019,Context: Date(s) from same site (RISE1246. RISE1249),23633,445,2950-2600 BCE,,Poland_Ksiaznice_GlobularAmphora.SG_mother.or.daughter.RISE1249.SG,Ksiaznice. site 2,Poland,Repulldown on 3.2M snpset,Shotgun,,0.231762,2264448,1177281,F,Poland. Z_ota-Ksiaznice Family A (5 members) (RISE1243 is the mother of RISE1249 and is a 2nd or 3rd degree relative of RISE1247 and RISE1246 (who is a 2nd or 3rd degree relative of RISE1247-RISE1248. who have a mother-daughter relationship with each other)). ,n/a (female),n/a,,J1c3f,,,,ds.minus,,PASS,,0.0,4000-4999,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RISE1243_noUDG.SG,grave 3ZC; ind 7,petrous,2019,SchroederPNAS2019,Context: Date(s) from same site (RISE1246. RISE1249),23633,445,2950-2600 BCE,,Poland_Ksiaznice_GlobularAmphora.SG_mother.or.daughter.RISE1249.SG,Ksiaznice. site 2,Poland,Repulldown on 3.2M snpset,Shotgun,,0.231762,2264448,1177281,F,Poland. Z_ota-Ksiaznice Family A (5 members) (RISE1243 is the mother of RISE1249 and is a 2nd or 3rd degree relative of RISE1247 and RISE1246 (who is a 2nd or 3rd degree relative of RISE1247-RISE1248. who have a mother-daughter relationship with each other)). ,n/a (female),n/a,,J1c3f,,,,ds.minus,,PASS,,0.0,4000-4999,J,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0
50.2,81.816667,Kazakhstan (2000-2999BP),Ze6b.SG,Ze6b,Ze6b,,2017,UnterlanderNatureCommunications2017,Context: Archaeological - Period,2700,87,900-600 BCE,,Kazakhstan_ZevakinoChilikta_IA_2.SG,Zevakino. East Kazakhstan,Kazakhstan,Repulldown on 3.2M snpset,Shotgun,,0.303,304798,163609,F,n/a (no relatives detected),n/a (female),n/a,,C4 (C4a1/C4b8/C4+152+16093),,,,,,PASS,,0.0,2000-2999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ze6b.SG,Ze6b,,2017,UnterlanderNatureCommunications2017,Context: Archaeological - Period,2700,87,900-600 BCE,,Kazakhstan_ZevakinoChilikta_IA_2.SG,Zevakino. East Kazakhstan,Kazakhstan,Repulldown on 3.2M snpset,Shotgun,,0.303,304798,163609,F,n/a (no relatives detected),n/a (female),n/a,,C4 (C4a1/C4b8/C4+152+16093),,,,,,PASS,,0.0,2000-2999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.200564,14.29025,Czech Republic (5000-5999BP),HOL001,HOL001,Holubice_21,,2021,PapacScienceAdvances2021,Direct: IntCal20,15907,225,3766-3535 calBCE (4879±36 BP. CRL-15611),,Czech_N_TRB,Bohemia. Holubice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,3.204087,2167528,1186311,F,n/a (No relatives detected),n/a (female),n/a,,T2c1d2,,,,ds.half,HOL001.B0101.TF1.1,PASS,,0.0,5000-5999,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOL001,Holubice_21,,2021,PapacScienceAdvances2021,Direct: IntCal20,15907,225,3766-3535 calBCE (4879±36 BP. CRL-15611),,Czech_N_TRB,Bohemia. Holubice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,3.204087,2167528,1186311,F,n/a (No relatives detected),n/a (female),n/a,,T2c1d2,,,,ds.half,HOL001.B0101.TF1.1,PASS,,0.0,5000-5999,T,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
50.203523,-5.199698,United Kingdom (2000-2999BP),I16386,I16386,TB 199; 1991.78a.2 (Skeleton 2118),petrous,2021,PattersonNature2021,Context: Archaeological - Period,16400,928,300 BCE - 100 CE,,England_MIA_LIA,England. Cornwall. Newquay. Trethellan Farm,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.158397,2034489,1111245,F,n/a (no relatives detected),n/a (female),n/a,27.01,T1a1,[0.972.0.994],0.103,0.010140029,ss.half,S16386.Y1.E1.L1,PASS,2500.to.5000.SNPs. sexratio=0.336,0.0,2000-2999,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,I16386,TB 199; 1991.78a.2 (Skeleton 2118),petrous,2021,PattersonNature2021,Context: Archaeological - Period,16400,928,300 BCE - 100 CE,,England_MIA_LIA,England. Cornwall. Newquay. Trethellan Farm,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.158397,2034489,1111245,F,n/a (no relatives detected),n/a (female),n/a,27.01,T1a1,[0.972.0.994],0.103,0.010140029,ss.half,S16386.Y1.E1.L1,PASS,2500.to.5000.SNPs. sexratio=0.336,0.0,2000-2999,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
50.207055,35.285673,Ukraine (2000-2999BP),MJ-13_noUDG.SG,MJ-13,107,tooth (molar),2019,JarveCurrentBiology2019,Direct (WARNING MISSING LAB CODE): IntCal20,2495,104,750-404 calBCE (2430±30 BP. Poz-),,Ukraine_IA_WesternScythian_o1.SG,Kup'evaha. Mound 25. burial 1. skeleton 3,Ukraine,Repulldown on 3.2M snpset,Shotgun,,0.204875,182149,96072,F,n/a (no relatives detected),n/a (female),n/a,,H11b1 ,,,,ds.minus,,PASS,,0.0,2000-2999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MJ-13_noUDG.SG,107,tooth (molar),2019,JarveCurrentBiology2019,Direct (WARNING MISSING LAB CODE): IntCal20,2495,104,750-404 calBCE (2430±30 BP. Poz-),,Ukraine_IA_WesternScythian_o1.SG,Kup'evaha. Mound 25. burial 1. skeleton 3,Ukraine,Repulldown on 3.2M snpset,Shotgun,,0.204875,182149,96072,F,n/a (no relatives detected),n/a (female),n/a,,H11b1 ,,,,ds.minus,,PASS,,0.0,2000-2999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
50.215039,15.119066,Czech Republic (3000-3999BP),CHL001,CHL001,Chleby_2040-1,,2021,PapacScienceAdvances2021,Context: Relative - Kinship with CHL006,15699,198,2020-1890 BCE,,Czech_EBA_Unetice,Bohemia. Chleby,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.415906,2108596,1153693,F,Bohemia. Chleby Family A (4 members) (2d: CHL006-CHL001. CHL006-CHL008. CHL003-CHL008 | 2/3d: CHL006-CHL003),n/a (female),n/a,,U2e2a1,,,,ds.half,CHL001.B0101.TF1.1,PASS,,0.0,3000-3999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHL001,Chleby_2040-1,,2021,PapacScienceAdvances2021,Context: Relative - Kinship with CHL006,15699,198,2020-1890 BCE,,Czech_EBA_Unetice,Bohemia. Chleby,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.415906,2108596,1153693,F,Bohemia. Chleby Family A (4 members) (2d: CHL006-CHL001. CHL006-CHL008. CHL003-CHL008 | 2/3d: CHL006-CHL003),n/a (female),n/a,,U2e2a1,,,,ds.half,CHL001.B0101.TF1.1,PASS,,0.0,3000-3999,U,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
50.215039,15.119066,Czech Republic (4000-4999BP),CHL002,CHL002,Chleby_2039,,2021,PapacScienceAdvances2021,Context: Archaeological - Period,12000,261,2200-1900 BCE,,Czech_EBA_Unetice,Bohemia. Chleby,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.513188,795369,433443,M,Bohemia. Chleby Family B (2 members) (2/3d: CHL002-KO7002),n/a (female),I,,H11a7,,,,ds.half,CHL002.B0101.TF1.1,PASS,,0.0,4000-4999,H,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CHL002,Chleby_2039,,2021,PapacScienceAdvances2021,Context: Archaeological - Period,12000,261,2200-1900 BCE,,Czech_EBA_Unetice,Bohemia. Chleby,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.513188,795369,433443,M,Bohemia. Chleby Family B (2 members) (2/3d: CHL002-KO7002),n/a (female),I,,H11a7,,,,ds.half,CHL002.B0101.TF1.1,PASS,,0.0,4000-4999,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
50.2249,81.83678333,Kazakhstan (2000-2999BP),I3772,I3772,CII-56 (Zevakinskiy Stone fencing 34. skeleton 2),tooth,2019,NarasimhanPattersonScience2019,Direct: IntCal20,2911,36,1046-900 calBCE (2810±25 BP. PSUAMS-2080),16-18,Kazakhstan_Zevakinskiy_LBA,Zevakinskiy stone fence,Kazakhstan,Repulldown on 3.2M snpset,1240K,1,1.811,746038,405668,F,n/a (no relatives detected),n/a (female),n/a,708,W3a1,[0.995.0.999],0.027,0.012,ds.half,S3772.E1.L1,PASS,damage.ds.half=0.027,0.0,2000-2999,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I3772,CII-56 (Zevakinskiy Stone fencing 34. skeleton 2),tooth,2019,NarasimhanPattersonScience2019,Direct: IntCal20,2911,36,1046-900 calBCE (2810±25 BP. PSUAMS-2080),16-18,Kazakhstan_Zevakinskiy_LBA,Zevakinskiy stone fence,Kazakhstan,Repulldown on 3.2M snpset,1240K,1,1.811,746038,405668,F,n/a (no relatives detected),n/a (female),n/a,708,W3a1,[0.995.0.999],0.027,0.012,ds.half,S3772.E1.L1,PASS,damage.ds.half=0.027,0.0,2000-2999,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.250195,15.811275,Czech Republic (4000-4999BP),PNL001,PNL001,Ploti_t_ nad Labem_LX,,2021,PapacScienceAdvances2021,Direct: IntCal20,9496,114,2919-2875 calBCE (4271±25 BP. MAMS-41376),,Czech_CordedWare,Bohemia. Plotiště nad Labem,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.947153,1451399,775501,M,n/a (No relatives detected),,n/a,,U5a2a1,,,,ds.half,PNL001.merged,QUESTIONABLE,Xcontam=[0.01.0.038],0.0,4000-4999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PNL001,Ploti_t_ nad Labem_LX,,2021,PapacScienceAdvances2021,Direct: IntCal20,9496,114,2919-2875 calBCE (4271±25 BP. MAMS-41376),,Czech_CordedWare,Bohemia. Plotiště nad Labem,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.947153,1451399,775501,M,n/a (No relatives detected),,n/a,,U5a2a1,,,,ds.half,PNL001.merged,QUESTIONABLE,Xcontam=[0.01.0.038],0.0,4000-4999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
50.252119,15.811875,Czech Republic (4000-4999BP),PRE001,PRE001,Předměřice,,2021,PapacScienceAdvances2021,Direct: IntCal20,4625,93,2857-2501 calBCE (4095±26 BP. MAMS-41368),,Czech_N_GlobularAmphora,Bohemia. Předměřice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.795313,796012,433733,F,n/a (No relatives detected),n/a (female),n/a,,U5b2c,,,,ds.half,PRE001.A0101.TF1.1,PASS,,0.0,4000-4999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PRE001,Předměřice,,2021,PapacScienceAdvances2021,Direct: IntCal20,4625,93,2857-2501 calBCE (4095±26 BP. MAMS-41368),,Czech_N_GlobularAmphora,Bohemia. Předměřice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.795313,796012,433733,F,n/a (No relatives detected),n/a (female),n/a,,U5b2c,,,,ds.half,PRE001.A0101.TF1.1,PASS,,0.0,4000-4999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.26,4.28,Belgium (26000-26999BP),GoyetQ56-16_noUDG,GoyetQ56-16,GoyetQ56-16,bone (long bone),2016,FuNature2016,Direct: IntCal20,26300,191,24847-24025 calBCE (22100±100 BP. GrA-59991),,Belgium_UP_GoyetQ56_16_lc,Troisieme caverne of Goyet cave,Belgium,Repulldown on 3.2M snpset,1240K,1,0.005,9270,4841,F,n/a (no relatives detected),n/a (female),n/a,,U2,,,,ds.minus,GA255snp,PASS,manual.QC,0.0,26000-26999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GoyetQ56-16_noUDG,GoyetQ56-16,bone (long bone),2016,FuNature2016,Direct: IntCal20,26300,191,24847-24025 calBCE (22100±100 BP. GrA-59991),,Belgium_UP_GoyetQ56_16_lc,Troisieme caverne of Goyet cave,Belgium,Repulldown on 3.2M snpset,1240K,1,0.005,9270,4841,F,n/a (no relatives detected),n/a (female),n/a,,U2,,,,ds.minus,GA255snp,PASS,manual.QC,0.0,26000-26999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.26,4.28,Belgium (27000-27999BP),GoyetQ376-19_noUDG_d,GoyetQ376-19,GoyetQ376-19,bone (long bone),2016,FuNature2016,Direct: IntCal20,27505,117,25771-25348 calBCE (23260±110 BP. GrA-54026),,Belgium_UP_GoyetQ37619_lc,Troisieme caverne of Goyet cave,Belgium,Repulldown on 3.2M snpset,1240K,2,0.012,5050,2690,F,n/a (no relatives detected),n/a (female),n/a,,U2,,,,ds.minus.ds.minus,MA158snp.GA250snp,PASS,manual.QC,0.0,27000-27999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GoyetQ376-19_noUDG_d,GoyetQ376-19,bone (long bone),2016,FuNature2016,Direct: IntCal20,27505,117,25771-25348 calBCE (23260±110 BP. GrA-54026),,Belgium_UP_GoyetQ37619_lc,Troisieme caverne of Goyet cave,Belgium,Repulldown on 3.2M snpset,1240K,2,0.012,5050,2690,F,n/a (no relatives detected),n/a (female),n/a,,U2,,,,ds.minus.ds.minus,MA158snp.GA250snp,PASS,manual.QC,0.0,27000-27999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.26,4.28,Belgium (28000-28999BP),GoyetQ53-1_noUDG,GoyetQ53-1,GoyetQ53-1,bone (long bone),2016,FuNature2016,Direct: IntCal20,28051,165,26440-25823 calBCE (23920±100 BP. GrA-46169,,Belgium_UP_GoyetQ53_1_lc,Troisieme caverne of Goyet cave,Belgium,Repulldown on 3.2M snpset,1240K,2,0.006,8281,4457,F,n/a (no relatives detected),n/a (female),n/a,,U2,,,,ds.minus.ds.minus,GA251snp.MA159snp,PASS,manual.QC,0.0,28000-28999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GoyetQ53-1_noUDG,GoyetQ53-1,bone (long bone),2016,FuNature2016,Direct: IntCal20,28051,165,26440-25823 calBCE (23920±100 BP. GrA-46169,,Belgium_UP_GoyetQ53_1_lc,Troisieme caverne of Goyet cave,Belgium,Repulldown on 3.2M snpset,1240K,2,0.006,8281,4457,F,n/a (no relatives detected),n/a (female),n/a,,U2,,,,ds.minus.ds.minus,GA251snp.MA159snp,PASS,manual.QC,0.0,28000-28999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.268076,14.523173,Czech Republic (6000-6999BP),NER001,NER001,Neratovice_1,,2021,PapacScienceAdvances2021,Direct: IntCal20,6076,65,4235-3995 calBCE (5284±27 BP. MAMS-45790),,Czech_N_Jordanow,Bohemia. Neratovice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.777085,575237,301699,M,n/a (No relatives detected),,I,,U5b1d1,,,,ds.half,NER001.A0101.TF1.1,PASS,,0.0,6000-6999,U,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NER001,Neratovice_1,,2021,PapacScienceAdvances2021,Direct: IntCal20,6076,65,4235-3995 calBCE (5284±27 BP. MAMS-45790),,Czech_N_Jordanow,Bohemia. Neratovice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.777085,575237,301699,M,n/a (No relatives detected),,I,,U5b1d1,,,,ds.half,NER001.A0101.TF1.1,PASS,,0.0,6000-6999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.283392,14.539446,Czech Republic (4000-4999BP),TIS001,TIS001,Ti_ice_77/99,,2021,PapacScienceAdvances2021,Direct: IntCal20,8796,88,2464-2292 calBCE (3887±25 BP. MAMS-30796),,Czech_BellBeaker,Bohemia. Tišice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.072863,891670,476973,F,n/a (No relatives detected),n/a (female),n/a,,K1b1a1,,,,ds.half,TIS001.A0101.TF1.1,PASS,,0.0,4000-4999,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIS001,Ti_ice_77/99,,2021,PapacScienceAdvances2021,Direct: IntCal20,8796,88,2464-2292 calBCE (3887±25 BP. MAMS-30796),,Czech_BellBeaker,Bohemia. Tišice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.072863,891670,476973,F,n/a (No relatives detected),n/a (female),n/a,,K1b1a1,,,,ds.half,TIS001.A0101.TF1.1,PASS,,0.0,4000-4999,K,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
50.291389,14.045556,Czech Republic (2000-2999BP),I16326,I16326,2111 (P7A-32607. Obj. 10. gr ?),petrous,2021,PattersonNature2021,Context: Archaeological - Period,5250,144,800-550 BCE,,Czech_IA_Hallstatt,NW Bohemia. Louny. Stradonice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.043185,535610,288039,F,n/a (no relatives detected),n/a (female),n/a,136.3,H7,[0.966.0.992],0.096,0.017,ss.half,S16326.Y1.E1.L1,PASS,damage.ss.half=0.096,0.0,2000-2999,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I16326,2111 (P7A-32607. Obj. 10. gr ?),petrous,2021,PattersonNature2021,Context: Archaeological - Period,5250,144,800-550 BCE,,Czech_IA_Hallstatt,NW Bohemia. Louny. Stradonice,Czech Republic,Repulldown on 3.2M snpset,1240K,1,1.043185,535610,288039,F,n/a (no relatives detected),n/a (female),n/a,136.3,H7,[0.966.0.992],0.096,0.017,ss.half,S16326.Y1.E1.L1,PASS,damage.ss.half=0.096,0.0,2000-2999,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
50.292725,14.484945,Czech Republic (4000-4999BP),OBR001,OBR001,Obříství_1-1,,2021,PapacScienceAdvances2021,Direct: IntCal20,13439,200,2841-2490 calBCE (4064±23 BP. MAMS-41363),,Czech_CordedWare,Bohemia. Obříství,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.179497,685073,356788,F,Bohemia. Ob_�stv� Family A (2 members) (1d: OBR002-OBR001),n/a (female),n/a,,HV6,,,,ds.half,OBR001.B0101.TF1.1,PASS,,0.0,4000-4999,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OBR001,Obříství_1-1,,2021,PapacScienceAdvances2021,Direct: IntCal20,13439,200,2841-2490 calBCE (4064±23 BP. MAMS-41363),,Czech_CordedWare,Bohemia. Obříství,Czech Republic,Repulldown on 3.2M snpset,1240K,1,0.179497,685073,356788,F,Bohemia. Ob_�stv� Family A (2 members) (1d: OBR002-OBR001),n/a (female),n/a,,HV6,,,,ds.half,OBR001.B0101.TF1.1,PASS,,0.0,4000-4999,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
